PHASE,K,n,seed,R,count
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,39,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,0,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,1,54106
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,2,28253
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,3,6520
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,4,6304
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,5,1096
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,6,1878
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,7,315
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,8,709
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,9,201
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,10,178
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,11,54
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,12,179
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,13,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,14,39
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,15,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,16,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,17,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,18,24
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,19,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,20,11
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,21,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,22,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,24,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,25,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,26,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,27,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,28,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,31,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,32,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,33,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,48,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,38,260828038,51,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,0,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,1,55046
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,2,28271
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,3,6219
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,4,6080
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,5,991
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,6,1707
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,7,284
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,8,652
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,9,175
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,10,168
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,11,40
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,12,179
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,13,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,14,37
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,15,21
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,16,39
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,17,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,18,29
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,19,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,20,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,21,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,22,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,24,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,25,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,26,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,27,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,42,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,40,260828040,47,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,0,62208
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,1,23273
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,2,10576
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,3,1793
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,4,1566
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,5,188
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,6,284
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,7,21
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,8,67
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,9,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,10,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,11,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,12,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,14,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,16,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,20,260828020,18,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,0,47736
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,1,30246
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,2,15103
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,3,3020
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,4,2689
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,5,347
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,6,540
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,7,60
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,8,144
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,9,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,10,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,11,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,12,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,13,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,14,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,15,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,22,260828022,16,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,0,33857
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,1,36742
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,2,19278
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,3,4203
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,4,3745
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,5,597
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,6,917
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,7,114
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,8,300
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,9,61
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,10,81
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,11,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,12,57
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,13,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,14,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,15,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,16,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,18,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,24,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,24,260828024,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,0,22080
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,1,42067
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,2,22700
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,3,5267
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,4,4792
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,5,825
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,6,1324
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,7,188
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,8,417
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,9,77
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,10,111
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,11,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,12,81
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,13,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,14,15
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,15,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,16,16
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,17,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,18,11
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,20,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,26,260828026,24,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,0,13630
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,1,45683
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,2,25075
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,3,5923
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,4,5604
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,5,1013
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,6,1662
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,7,260
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,8,615
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,9,133
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,10,147
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,11,21
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,12,122
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,13,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,14,27
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,15,17
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,16,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,17,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,18,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,19,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,20,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,21,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,22,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,24,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,27,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,28,260828028,32,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,0,7893
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,1,48468
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,2,26717
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,3,6364
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,4,5930
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,5,1137
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,6,1796
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,7,286
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,8,671
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,9,197
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,10,170
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,11,42
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,12,172
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,13,19
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,14,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,15,25
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,16,23
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,17,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,18,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,19,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,20,16
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,21,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,22,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,24,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,25,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,28,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,35,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,30,260828030,36,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,0,4234
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,1,50537
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,2,27443
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,3,6477
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,4,6353
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,5,1093
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,6,1927
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,7,364
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,8,705
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,9,197
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,10,228
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,11,51
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,12,205
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,13,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,14,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,15,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,16,42
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,17,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,18,24
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,19,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,20,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,21,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,22,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,24,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,25,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,28,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,32,260828032,40,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,0,2036
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,1,52094
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,2,27948
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,3,6677
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,4,6308
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,5,1131
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,6,1900
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,7,328
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,8,726
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,9,196
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,10,219
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,11,53
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,12,181
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,13,22
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,14,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,15,27
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,16,46
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,17,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,18,18
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,4,34,260828034,19,4
