PHASE,method,n,r,count,p_given_E,p_given_E_ci95_low,p_given_E_ci95_high,q_given_tie,q_given_tie_ci95_low,q_given_tie_ci95_high
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,23,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,24,16,0.00016560404073859403,0.00010194228535907793,0.00026901111592516789,0.00031849669559678317,0.00019606410654447674,0.0005173429779518334
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,25,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,26,3,3.1050757638486382e-05,1.0560114618657787e-05,9.1297419735593345e-05,5.9718130424396848e-05,2.0309756598543431e-05,0.00017557977121297882
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,27,4,4.1401010184648506e-05,1.6100158394602181e-05,0.00010645705803118699,7.9624173899195793e-05,3.0964708130447967e-05,0.00020473386250298103
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,28,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,29,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,30,5,5.1751262730810631e-05,2.2105242280138876e-05,0.00012115165621718837,9.9530217373994744e-05,4.2514085213080969e-05,0.00023299352824225476
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,31,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,32,2,2.0700505092324253e-05,5.6768435007131224e-06,7.5481008781999939e-05,3.9812086949597896e-05,1.0917978122675754e-05,0.0001451625068669397
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,33,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,34,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,35,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,36,2,2.0700505092324253e-05,5.6768435007131224e-06,7.5481008781999939e-05,3.9812086949597896e-05,1.0917978122675754e-05,0.0001451625068669397
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,37,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,38,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,39,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,40,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,41,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,42,1,1.0350252546162127e-05,1.8270760606623406e-06,5.8631094150512664e-05,1.9906043474798948e-05,3.5139141072611766e-06,0.00011275752806044755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,24,43,0,0,0,3.9758488139636955e-05,0,6.7762635780344027e-21,7.6462399345801938e-05
