n,permutation,n_candidates,n_score_levels,n_automorphisms,candidates_available,level_index,primary_score,secondary_score,candidate_count,orbit_count,orbit_sizes
6,314250,0,0,,0,,,,,,
6,314502,0,0,,0,,,,,,
6,314520,0,0,,0,,,,,,
6,315024,0,0,,0,,,,,,
6,315042,0,0,,0,,,,,,
6,315204,0,0,,0,,,,,,
6,315240,0,0,,0,,,,,,
6,315402,0,0,,0,,,,,,
6,315420,0,0,,0,,,,,,
6,320145,0,0,,0,,,,,,
6,320154,0,0,,0,,,,,,
6,320415,0,0,,0,,,,,,
6,320451,0,0,,0,,,,,,
6,320514,0,0,,0,,,,,,
6,320541,0,0,,0,,,,,,
6,321045,0,0,,0,,,,,,
6,321054,0,0,,0,,,,,,
6,321405,0,0,,0,,,,,,
6,321450,0,0,,0,,,,,,
6,321504,0,0,,0,,,,,,
6,321540,0,0,,0,,,,,,
6,324015,0,0,,0,,,,,,
6,324051,0,0,,0,,,,,,
6,324105,0,0,,0,,,,,,
6,324150,0,0,,0,,,,,,
6,324501,0,0,,0,,,,,,
6,324510,0,0,,0,,,,,,
6,325014,0,0,,0,,,,,,
6,325041,0,0,,0,,,,,,
6,325104,0,0,,0,,,,,,
6,325140,0,0,,0,,,,,,
6,325401,0,0,,0,,,,,,
6,325410,0,0,,0,,,,,,
6,340125,0,0,,0,,,,,,
6,340152,0,0,,0,,,,,,
6,340215,0,0,,0,,,,,,
6,340251,0,0,,0,,,,,,
6,340512,0,0,,0,,,,,,
6,340521,0,0,,0,,,,,,
6,341025,0,0,,0,,,,,,
6,341052,0,0,,0,,,,,,
6,341205,0,0,,0,,,,,,
6,341250,0,0,,0,,,,,,
6,341502,0,0,,0,,,,,,
6,341520,0,0,,0,,,,,,
6,342015,0,0,,0,,,,,,
6,342051,0,0,,0,,,,,,
6,342105,0,0,,0,,,,,,
6,342150,0,0,,0,,,,,,
6,342501,0,0,,0,,,,,,
6,342510,0,0,,0,,,,,,
6,345012,0,0,,0,,,,,,
6,345021,0,0,,0,,,,,,
6,345102,0,0,,0,,,,,,
6,345120,0,0,,0,,,,,,
6,345201,0,0,,0,,,,,,
6,345210,0,0,,0,,,,,,
6,350124,0,0,,0,,,,,,
6,350142,0,0,,0,,,,,,
6,350214,0,0,,0,,,,,,
6,350241,0,0,,0,,,,,,
6,350412,0,0,,0,,,,,,
6,350421,0,0,,0,,,,,,
6,351024,0,0,,0,,,,,,
6,351042,0,0,,0,,,,,,
6,351204,0,0,,0,,,,,,
6,351240,0,0,,0,,,,,,
6,351402,0,0,,0,,,,,,
6,351420,0,0,,0,,,,,,
6,352014,0,0,,0,,,,,,
6,352041,0,0,,0,,,,,,
6,352104,0,0,,0,,,,,,
6,352140,0,0,,0,,,,,,
6,352401,0,0,,0,,,,,,
6,352410,0,0,,0,,,,,,
6,354012,0,0,,0,,,,,,
6,354021,0,0,,0,,,,,,
6,354102,0,0,,0,,,,,,
6,354120,0,0,,0,,,,,,
6,354201,0,0,,0,,,,,,
6,354210,0,0,,0,,,,,,
6,401235,0,0,,0,,,,,,
6,401253,0,0,,0,,,,,,
6,401325,0,0,,0,,,,,,
6,401352,0,0,,0,,,,,,
6,401523,0,0,,0,,,,,,
6,401532,0,0,,0,,,,,,
6,402135,0,0,,0,,,,,,
6,402153,0,0,,0,,,,,,
6,402315,0,0,,0,,,,,,
6,402351,0,0,,0,,,,,,
6,402513,0,0,,0,,,,,,
6,402531,0,0,,0,,,,,,
6,403125,0,0,,0,,,,,,
6,403152,0,0,,0,,,,,,
6,403215,0,0,,0,,,,,,
6,403251,0,0,,0,,,,,,
6,403512,0,0,,0,,,,,,
6,403521,0,0,,0,,,,,,
6,405123,0,0,,0,,,,,,
6,405132,0,0,,0,,,,,,
6,405213,0,0,,0,,,,,,
6,405231,0,0,,0,,,,,,
6,405312,0,0,,0,,,,,,
6,405321,0,0,,0,,,,,,
6,410235,0,0,,0,,,,,,
6,410253,0,0,,0,,,,,,
6,410325,0,0,,0,,,,,,
6,410352,0,0,,0,,,,,,
6,410523,0,0,,0,,,,,,
6,410532,0,0,,0,,,,,,
6,412035,0,0,,0,,,,,,
6,412053,0,0,,0,,,,,,
6,412305,0,0,,0,,,,,,
6,412350,0,0,,0,,,,,,
6,412503,0,0,,0,,,,,,
6,412530,0,0,,0,,,,,,
6,413025,0,0,,0,,,,,,
6,413052,0,0,,0,,,,,,
6,413205,0,0,,0,,,,,,
6,413250,0,0,,0,,,,,,
6,413502,0,0,,0,,,,,,
6,413520,0,0,,0,,,,,,
6,415023,0,0,,0,,,,,,
6,415032,0,0,,0,,,,,,
6,415203,0,0,,0,,,,,,
6,415230,0,0,,0,,,,,,
6,415302,0,0,,0,,,,,,
6,415320,0,0,,0,,,,,,
6,420135,0,0,,0,,,,,,
6,420153,0,0,,0,,,,,,
6,420315,0,0,,0,,,,,,
6,420351,0,0,,0,,,,,,
6,420513,0,0,,0,,,,,,
6,420531,0,0,,0,,,,,,
6,421035,0,0,,0,,,,,,
6,421053,0,0,,0,,,,,,
6,421305,0,0,,0,,,,,,
6,421350,0,0,,0,,,,,,
6,421503,0,0,,0,,,,,,
6,421530,0,0,,0,,,,,,
6,423015,0,0,,0,,,,,,
6,423051,0,0,,0,,,,,,
6,423105,0,0,,0,,,,,,
6,423150,0,0,,0,,,,,,
6,423501,0,0,,0,,,,,,
6,423510,0,0,,0,,,,,,
6,425013,0,0,,0,,,,,,
6,425031,0,0,,0,,,,,,
6,425103,0,0,,0,,,,,,
6,425130,0,0,,0,,,,,,
6,425301,0,0,,0,,,,,,
6,425310,0,0,,0,,,,,,
6,430125,0,0,,0,,,,,,
6,430152,0,0,,0,,,,,,
6,430215,0,0,,0,,,,,,
6,430251,0,0,,0,,,,,,
6,430512,0,0,,0,,,,,,
6,430521,0,0,,0,,,,,,
6,431025,0,0,,0,,,,,,
6,431052,0,0,,0,,,,,,
6,431205,0,0,,0,,,,,,
6,431250,0,0,,0,,,,,,
6,431502,0,0,,0,,,,,,
6,431520,0,0,,0,,,,,,
6,432015,0,0,,0,,,,,,
6,432051,0,0,,0,,,,,,
6,432105,0,0,,0,,,,,,
6,432150,0,0,,0,,,,,,
6,432501,0,0,,0,,,,,,
6,432510,0,0,,0,,,,,,
6,435012,0,0,,0,,,,,,
6,435021,0,0,,0,,,,,,
6,435102,0,0,,0,,,,,,
6,435120,0,0,,0,,,,,,
6,435201,0,0,,0,,,,,,
6,435210,0,0,,0,,,,,,
6,450123,0,0,,0,,,,,,
6,450132,0,0,,0,,,,,,
6,450213,0,0,,0,,,,,,
6,450231,0,0,,0,,,,,,
6,450312,0,0,,0,,,,,,
6,450321,0,0,,0,,,,,,
6,451023,0,0,,0,,,,,,
6,451032,0,0,,0,,,,,,
6,451203,0,0,,0,,,,,,
6,451230,0,0,,0,,,,,,
6,451302,0,0,,0,,,,,,
6,451320,0,0,,0,,,,,,
6,452013,0,0,,0,,,,,,
6,452031,0,0,,0,,,,,,
6,452103,0,0,,0,,,,,,
6,452130,0,0,,0,,,,,,
6,452301,0,0,,0,,,,,,
6,452310,0,0,,0,,,,,,
6,453012,0,0,,0,,,,,,
6,453021,0,0,,0,,,,,,
6,453102,0,0,,0,,,,,,
6,453120,0,0,,0,,,,,,
6,453201,0,0,,0,,,,,,
6,453210,0,0,,0,,,,,,
6,501234,0,0,,0,,,,,,
6,501243,0,0,,0,,,,,,
6,501324,0,0,,0,,,,,,
6,501342,0,0,,0,,,,,,
6,501423,0,0,,0,,,,,,
6,501432,0,0,,0,,,,,,
6,502134,0,0,,0,,,,,,
6,502143,0,0,,0,,,,,,
6,502314,0,0,,0,,,,,,
6,502341,0,0,,0,,,,,,
6,502413,0,0,,0,,,,,,
6,502431,0,0,,0,,,,,,
6,503124,0,0,,0,,,,,,
6,503142,0,0,,0,,,,,,
6,503214,0,0,,0,,,,,,
6,503241,0,0,,0,,,,,,
6,503412,0,0,,0,,,,,,
6,503421,0,0,,0,,,,,,
6,504123,0,0,,0,,,,,,
6,504132,0,0,,0,,,,,,
6,504213,0,0,,0,,,,,,
6,504231,0,0,,0,,,,,,
6,504312,0,0,,0,,,,,,
6,504321,0,0,,0,,,,,,
6,510234,0,0,,0,,,,,,
6,510243,0,0,,0,,,,,,
6,510324,0,0,,0,,,,,,
6,510342,0,0,,0,,,,,,
6,510423,0,0,,0,,,,,,
6,510432,0,0,,0,,,,,,
6,512034,0,0,,0,,,,,,
6,512043,0,0,,0,,,,,,
6,512304,0,0,,0,,,,,,
6,512340,0,0,,0,,,,,,
6,512403,0,0,,0,,,,,,
6,512430,0,0,,0,,,,,,
6,513024,0,0,,0,,,,,,
6,513042,0,0,,0,,,,,,
6,513204,0,0,,0,,,,,,
6,513240,0,0,,0,,,,,,
6,513402,0,0,,0,,,,,,
6,513420,0,0,,0,,,,,,
6,514023,0,0,,0,,,,,,
6,514032,0,0,,0,,,,,,
6,514203,0,0,,0,,,,,,
6,514230,0,0,,0,,,,,,
6,514302,0,0,,0,,,,,,
6,514320,0,0,,0,,,,,,
6,520134,0,0,,0,,,,,,
6,520143,0,0,,0,,,,,,
6,520314,0,0,,0,,,,,,
6,520341,0,0,,0,,,,,,
6,520413,0,0,,0,,,,,,
6,520431,0,0,,0,,,,,,
6,521034,0,0,,0,,,,,,
6,521043,0,0,,0,,,,,,
6,521304,0,0,,0,,,,,,
6,521340,0,0,,0,,,,,,
6,521403,0,0,,0,,,,,,
6,521430,0,0,,0,,,,,,
6,523014,0,0,,0,,,,,,
6,523041,0,0,,0,,,,,,
6,523104,0,0,,0,,,,,,
6,523140,0,0,,0,,,,,,
6,523401,0,0,,0,,,,,,
6,523410,0,0,,0,,,,,,
6,524013,0,0,,0,,,,,,
6,524031,0,0,,0,,,,,,
6,524103,0,0,,0,,,,,,
6,524130,0,0,,0,,,,,,
6,524301,0,0,,0,,,,,,
6,524310,0,0,,0,,,,,,
6,530124,0,0,,0,,,,,,
6,530142,0,0,,0,,,,,,
6,530214,0,0,,0,,,,,,
6,530241,0,0,,0,,,,,,
6,530412,0,0,,0,,,,,,
6,530421,0,0,,0,,,,,,
6,531024,0,0,,0,,,,,,
6,531042,0,0,,0,,,,,,
6,531204,0,0,,0,,,,,,
6,531240,0,0,,0,,,,,,
6,531402,0,0,,0,,,,,,
6,531420,0,0,,0,,,,,,
6,532014,0,0,,0,,,,,,
6,532041,0,0,,0,,,,,,
6,532104,0,0,,0,,,,,,
6,532140,0,0,,0,,,,,,
6,532401,0,0,,0,,,,,,
6,532410,0,0,,0,,,,,,
6,534012,0,0,,0,,,,,,
6,534021,0,0,,0,,,,,,
6,534102,0,0,,0,,,,,,
6,534120,0,0,,0,,,,,,
6,534201,0,0,,0,,,,,,
6,534210,0,0,,0,,,,,,
6,540123,0,0,,0,,,,,,
6,540132,0,0,,0,,,,,,
6,540213,0,0,,0,,,,,,
6,540231,0,0,,0,,,,,,
6,540312,0,0,,0,,,,,,
6,540321,0,0,,0,,,,,,
6,541023,0,0,,0,,,,,,
6,541032,0,0,,0,,,,,,
6,541203,0,0,,0,,,,,,
6,541230,0,0,,0,,,,,,
6,541302,0,0,,0,,,,,,
6,541320,0,0,,0,,,,,,
6,542013,0,0,,0,,,,,,
6,542031,0,0,,0,,,,,,
6,542103,0,0,,0,,,,,,
6,542130,0,0,,0,,,,,,
6,542301,0,0,,0,,,,,,
6,542310,0,0,,0,,,,,,
6,543012,0,0,,0,,,,,,
6,543021,0,0,,0,,,,,,
6,543102,0,0,,0,,,,,,
6,543120,0,0,,0,,,,,,
6,543201,0,0,,0,,,,,,
6,543210,0,0,,0,,,,,,
7,0123456,5,2,1,1,0,3,7,2,2,1-1
7,0123456,5,2,1,1,1,3,6,3,3,1-1-1
7,0123465,2,1,2,1,0,3,6,2,1,2
7,0123546,1,1,2,1,0,3,7,1,1,1
7,0123564,1,1,1,1,0,3,6,1,1,1
7,0123645,1,1,1,1,0,3,6,1,1,1
7,0123654,0,0,,0,,,,,,
7,0124356,2,1,2,1,0,3,6,2,1,2
7,0124365,0,0,,0,,,,,,
7,0124536,1,1,1,1,0,3,6,1,1,1
7,0124563,1,1,1,1,0,3,6,1,1,1
7,0124635,0,0,,0,,,,,,
7,0124653,0,0,,0,,,,,,
7,0125346,1,1,1,1,0,3,6,1,1,1
7,0125364,0,0,,0,,,,,,
7,0125436,0,0,,0,,,,,,
7,0125463,0,0,,0,,,,,,
7,0125634,0,0,,0,,,,,,
7,0125643,0,0,,0,,,,,,
7,0126345,1,1,1,1,0,3,6,1,1,1
7,0126354,0,0,,0,,,,,,
7,0126435,0,0,,0,,,,,,
7,0126453,0,0,,0,,,,,,
7,0126534,0,0,,0,,,,,,
7,0126543,0,0,,0,,,,,,
7,0132456,2,1,2,1,0,3,6,2,1,2
7,0132465,0,0,,0,,,,,,
7,0132546,0,0,,0,,,,,,
7,0132564,0,0,,0,,,,,,
7,0132645,0,0,,0,,,,,,
7,0132654,0,0,,0,,,,,,
7,0134256,1,1,1,1,0,3,6,1,1,1
7,0134265,0,0,,0,,,,,,
7,0134526,1,1,1,1,0,3,6,1,1,1
7,0134562,1,1,1,1,0,3,6,1,1,1
7,0134625,0,0,,0,,,,,,
7,0134652,0,0,,0,,,,,,
7,0135246,0,0,,0,,,,,,
7,0135264,0,0,,0,,,,,,
7,0135426,0,0,,0,,,,,,
7,0135462,0,0,,0,,,,,,
