n,permutation,n_candidates,n_score_levels,n_automorphisms,candidates_available,level_index,primary_score,secondary_score,candidate_count,orbit_count,orbit_sizes
9,346875102,0,0,,0,,,,,,
9,346875120,0,0,,0,,,,,,
9,346875201,0,0,,0,,,,,,
9,346875210,0,0,,0,,,,,,
9,347012568,1,1,1,1,0,3,6,1,1,1
9,347012586,0,0,,0,,,,,,
9,347012658,0,0,,0,,,,,,
9,347012685,0,0,,0,,,,,,
9,347012856,0,0,,0,,,,,,
9,347012865,0,0,,0,,,,,,
9,347015268,0,0,,0,,,,,,
9,347015286,0,0,,0,,,,,,
9,347015628,0,0,,0,,,,,,
9,347015682,0,0,,0,,,,,,
9,347015826,0,0,,0,,,,,,
9,347015862,0,0,,0,,,,,,
9,347016258,0,0,,0,,,,,,
9,347016285,0,0,,0,,,,,,
9,347016528,0,0,,0,,,,,,
9,347016582,0,0,,0,,,,,,
9,347016825,0,0,,0,,,,,,
9,347016852,0,0,,0,,,,,,
9,347018256,0,0,,0,,,,,,
9,347018265,0,0,,0,,,,,,
9,347018526,0,0,,0,,,,,,
9,347018562,0,0,,0,,,,,,
9,347018625,0,0,,0,,,,,,
9,347018652,0,0,,0,,,,,,
9,347021568,0,0,,0,,,,,,
9,347021586,0,0,,0,,,,,,
9,347021658,0,0,,0,,,,,,
9,347021685,0,0,,0,,,,,,
9,347021856,0,0,,0,,,,,,
9,347021865,0,0,,0,,,,,,
9,347025168,0,0,,0,,,,,,
9,347025186,0,0,,0,,,,,,
9,347025618,0,0,,0,,,,,,
9,347025681,0,0,,0,,,,,,
9,347025816,0,0,,0,,,,,,
9,347025861,0,0,,0,,,,,,
9,347026158,0,0,,0,,,,,,
9,347026185,0,0,,0,,,,,,
9,347026518,0,0,,0,,,,,,
9,347026581,0,0,,0,,,,,,
9,347026815,0,0,,0,,,,,,
9,347026851,0,0,,0,,,,,,
9,347028156,0,0,,0,,,,,,
9,347028165,0,0,,0,,,,,,
9,347028516,0,0,,0,,,,,,
9,347028561,0,0,,0,,,,,,
9,347028615,0,0,,0,,,,,,
9,347028651,0,0,,0,,,,,,
9,347051268,0,0,,0,,,,,,
9,347051286,0,0,,0,,,,,,
9,347051628,0,0,,0,,,,,,
9,347051682,0,0,,0,,,,,,
9,347051826,0,0,,0,,,,,,
9,347051862,0,0,,0,,,,,,
9,347052168,0,0,,0,,,,,,
9,347052186,0,0,,0,,,,,,
9,347052618,0,0,,0,,,,,,
9,347052681,0,0,,0,,,,,,
9,347052816,0,0,,0,,,,,,
9,347052861,0,0,,0,,,,,,
9,347056128,0,0,,0,,,,,,
9,347056182,0,0,,0,,,,,,
9,347056218,0,0,,0,,,,,,
9,347056281,0,0,,0,,,,,,
9,347056812,0,0,,0,,,,,,
9,347056821,0,0,,0,,,,,,
9,347058126,0,0,,0,,,,,,
9,347058162,0,0,,0,,,,,,
9,347058216,0,0,,0,,,,,,
9,347058261,0,0,,0,,,,,,
9,347058612,0,0,,0,,,,,,
9,347058621,0,0,,0,,,,,,
9,347061258,0,0,,0,,,,,,
9,347061285,0,0,,0,,,,,,
9,347061528,0,0,,0,,,,,,
9,347061582,0,0,,0,,,,,,
9,347061825,0,0,,0,,,,,,
9,347061852,0,0,,0,,,,,,
9,347062158,0,0,,0,,,,,,
9,347062185,0,0,,0,,,,,,
9,347062518,0,0,,0,,,,,,
9,347062581,0,0,,0,,,,,,
9,347062815,0,0,,0,,,,,,
9,347062851,0,0,,0,,,,,,
9,347065128,0,0,,0,,,,,,
9,347065182,0,0,,0,,,,,,
9,347065218,0,0,,0,,,,,,
9,347065281,0,0,,0,,,,,,
9,347065812,0,0,,0,,,,,,
9,347065821,0,0,,0,,,,,,
9,347068125,0,0,,0,,,,,,
9,347068152,0,0,,0,,,,,,
9,347068215,0,0,,0,,,,,,
9,347068251,0,0,,0,,,,,,
9,347068512,0,0,,0,,,,,,
9,347068521,0,0,,0,,,,,,
9,347081256,0,0,,0,,,,,,
9,347081265,0,0,,0,,,,,,
9,347081526,0,0,,0,,,,,,
9,347081562,0,0,,0,,,,,,
9,347081625,0,0,,0,,,,,,
9,347081652,0,0,,0,,,,,,
9,347082156,0,0,,0,,,,,,
9,347082165,0,0,,0,,,,,,
9,347082516,0,0,,0,,,,,,
9,347082561,0,0,,0,,,,,,
9,347082615,0,0,,0,,,,,,
9,347082651,0,0,,0,,,,,,
9,347085126,0,0,,0,,,,,,
9,347085162,0,0,,0,,,,,,
9,347085216,0,0,,0,,,,,,
9,347085261,0,0,,0,,,,,,
9,347085612,0,0,,0,,,,,,
9,347085621,0,0,,0,,,,,,
9,347086125,0,0,,0,,,,,,
9,347086152,0,0,,0,,,,,,
9,347086215,0,0,,0,,,,,,
9,347086251,0,0,,0,,,,,,
9,347086512,0,0,,0,,,,,,
9,347086521,0,0,,0,,,,,,
9,347102568,0,0,,0,,,,,,
9,347102586,0,0,,0,,,,,,
9,347102658,0,0,,0,,,,,,
9,347102685,0,0,,0,,,,,,
9,347102856,0,0,,0,,,,,,
9,347102865,0,0,,0,,,,,,
9,347105268,0,0,,0,,,,,,
9,347105286,0,0,,0,,,,,,
9,347105628,0,0,,0,,,,,,
9,347105682,0,0,,0,,,,,,
9,347105826,0,0,,0,,,,,,
9,347105862,0,0,,0,,,,,,
9,347106258,0,0,,0,,,,,,
9,347106285,0,0,,0,,,,,,
9,347106528,0,0,,0,,,,,,
9,347106582,0,0,,0,,,,,,
9,347106825,0,0,,0,,,,,,
9,347106852,0,0,,0,,,,,,
9,347108256,0,0,,0,,,,,,
9,347108265,0,0,,0,,,,,,
9,347108526,0,0,,0,,,,,,
9,347108562,0,0,,0,,,,,,
9,347108625,0,0,,0,,,,,,
9,347108652,0,0,,0,,,,,,
9,347120568,0,0,,0,,,,,,
9,347120586,0,0,,0,,,,,,
9,347120658,0,0,,0,,,,,,
9,347120685,0,0,,0,,,,,,
9,347120856,0,0,,0,,,,,,
9,347120865,0,0,,0,,,,,,
9,347125068,0,0,,0,,,,,,
9,347125086,0,0,,0,,,,,,
9,347125608,0,0,,0,,,,,,
9,347125680,0,0,,0,,,,,,
9,347125806,0,0,,0,,,,,,
9,347125860,0,0,,0,,,,,,
9,347126058,0,0,,0,,,,,,
9,347126085,0,0,,0,,,,,,
9,347126508,0,0,,0,,,,,,
9,347126580,0,0,,0,,,,,,
9,347126805,0,0,,0,,,,,,
9,347126850,0,0,,0,,,,,,
9,347128056,0,0,,0,,,,,,
9,347128065,0,0,,0,,,,,,
9,347128506,0,0,,0,,,,,,
9,347128560,0,0,,0,,,,,,
9,347128605,0,0,,0,,,,,,
9,347128650,0,0,,0,,,,,,
9,347150268,0,0,,0,,,,,,
9,347150286,0,0,,0,,,,,,
9,347150628,0,0,,0,,,,,,
9,347150682,0,0,,0,,,,,,
9,347150826,0,0,,0,,,,,,
9,347150862,0,0,,0,,,,,,
9,347152068,0,0,,0,,,,,,
9,347152086,0,0,,0,,,,,,
9,347152608,0,0,,0,,,,,,
9,347152680,0,0,,0,,,,,,
9,347152806,0,0,,0,,,,,,
9,347152860,0,0,,0,,,,,,
9,347156028,0,0,,0,,,,,,
9,347156082,0,0,,0,,,,,,
9,347156208,0,0,,0,,,,,,
9,347156280,0,0,,0,,,,,,
9,347156802,0,0,,0,,,,,,
9,347156820,0,0,,0,,,,,,
9,347158026,0,0,,0,,,,,,
9,347158062,0,0,,0,,,,,,
9,347158206,0,0,,0,,,,,,
9,347158260,0,0,,0,,,,,,
9,347158602,0,0,,0,,,,,,
9,347158620,0,0,,0,,,,,,
9,347160258,0,0,,0,,,,,,
9,347160285,0,0,,0,,,,,,
9,347160528,0,0,,0,,,,,,
9,347160582,0,0,,0,,,,,,
9,347160825,0,0,,0,,,,,,
9,347160852,0,0,,0,,,,,,
9,347162058,0,0,,0,,,,,,
9,347162085,0,0,,0,,,,,,
9,347162508,0,0,,0,,,,,,
9,347162580,0,0,,0,,,,,,
9,347162805,0,0,,0,,,,,,
9,347162850,0,0,,0,,,,,,
9,347165028,0,0,,0,,,,,,
9,347165082,0,0,,0,,,,,,
9,347165208,0,0,,0,,,,,,
9,347165280,0,0,,0,,,,,,
9,347165802,0,0,,0,,,,,,
9,347165820,0,0,,0,,,,,,
9,347168025,0,0,,0,,,,,,
9,347168052,0,0,,0,,,,,,
9,347168205,0,0,,0,,,,,,
9,347168250,0,0,,0,,,,,,
9,347168502,0,0,,0,,,,,,
9,347168520,0,0,,0,,,,,,
9,347180256,0,0,,0,,,,,,
9,347180265,0,0,,0,,,,,,
9,347180526,0,0,,0,,,,,,
9,347180562,0,0,,0,,,,,,
9,347180625,0,0,,0,,,,,,
9,347180652,0,0,,0,,,,,,
9,347182056,0,0,,0,,,,,,
9,347182065,0,0,,0,,,,,,
9,347182506,0,0,,0,,,,,,
9,347182560,0,0,,0,,,,,,
9,347182605,0,0,,0,,,,,,
9,347182650,0,0,,0,,,,,,
9,347185026,0,0,,0,,,,,,
9,347185062,0,0,,0,,,,,,
9,347185206,0,0,,0,,,,,,
9,347185260,0,0,,0,,,,,,
9,347185602,0,0,,0,,,,,,
9,347185620,0,0,,0,,,,,,
9,347186025,0,0,,0,,,,,,
9,347186052,0,0,,0,,,,,,
9,347186205,0,0,,0,,,,,,
9,347186250,0,0,,0,,,,,,
9,347186502,0,0,,0,,,,,,
9,347186520,0,0,,0,,,,,,
9,347201568,0,0,,0,,,,,,
9,347201586,0,0,,0,,,,,,
9,347201658,0,0,,0,,,,,,
9,347201685,0,0,,0,,,,,,
9,347201856,0,0,,0,,,,,,
9,347201865,0,0,,0,,,,,,
9,347205168,0,0,,0,,,,,,
9,347205186,0,0,,0,,,,,,
9,347205618,0,0,,0,,,,,,
9,347205681,0,0,,0,,,,,,
9,347205816,0,0,,0,,,,,,
9,347205861,0,0,,0,,,,,,
9,347206158,0,0,,0,,,,,,
9,347206185,0,0,,0,,,,,,
9,347206518,0,0,,0,,,,,,
9,347206581,0,0,,0,,,,,,
9,347206815,0,0,,0,,,,,,
9,347206851,0,0,,0,,,,,,
9,347208156,0,0,,0,,,,,,
9,347208165,0,0,,0,,,,,,
9,347208516,0,0,,0,,,,,,
9,347208561,0,0,,0,,,,,,
9,347208615,0,0,,0,,,,,,
9,347208651,0,0,,0,,,,,,
9,347210568,0,0,,0,,,,,,
9,347210586,0,0,,0,,,,,,
9,347210658,0,0,,0,,,,,,
9,347210685,0,0,,0,,,,,,
9,347210856,0,0,,0,,,,,,
9,347210865,0,0,,0,,,,,,
9,347215068,0,0,,0,,,,,,
9,347215086,0,0,,0,,,,,,
9,347215608,0,0,,0,,,,,,
9,347215680,0,0,,0,,,,,,
9,347215806,0,0,,0,,,,,,
9,347215860,0,0,,0,,,,,,
9,347216058,0,0,,0,,,,,,
9,347216085,0,0,,0,,,,,,
9,347216508,0,0,,0,,,,,,
9,347216580,0,0,,0,,,,,,
9,347216805,0,0,,0,,,,,,
9,347216850,0,0,,0,,,,,,
9,347218056,0,0,,0,,,,,,
9,347218065,0,0,,0,,,,,,
9,347218506,0,0,,0,,,,,,
9,347218560,0,0,,0,,,,,,
9,347218605,0,0,,0,,,,,,
9,347218650,0,0,,0,,,,,,
9,347250168,0,0,,0,,,,,,
9,347250186,0,0,,0,,,,,,
9,347250618,0,0,,0,,,,,,
9,347250681,0,0,,0,,,,,,
9,347250816,0,0,,0,,,,,,
9,347250861,0,0,,0,,,,,,
9,347251068,0,0,,0,,,,,,
9,347251086,0,0,,0,,,,,,
9,347251608,0,0,,0,,,,,,
9,347251680,0,0,,0,,,,,,
9,347251806,0,0,,0,,,,,,
9,347251860,0,0,,0,,,,,,
9,347256018,0,0,,0,,,,,,
9,347256081,0,0,,0,,,,,,
9,347256108,0,0,,0,,,,,,
9,347256180,0,0,,0,,,,,,
9,347256801,0,0,,0,,,,,,
9,347256810,0,0,,0,,,,,,
9,347258016,0,0,,0,,,,,,
9,347258061,0,0,,0,,,,,,
9,347258106,0,0,,0,,,,,,
9,347258160,0,0,,0,,,,,,
9,347258601,0,0,,0,,,,,,
9,347258610,0,0,,0,,,,,,
9,347260158,0,0,,0,,,,,,
9,347260185,0,0,,0,,,,,,
9,347260518,0,0,,0,,,,,,
9,347260581,0,0,,0,,,,,,
9,347260815,0,0,,0,,,,,,
9,347260851,0,0,,0,,,,,,
9,347261058,0,0,,0,,,,,,
9,347261085,0,0,,0,,,,,,
9,347261508,0,0,,0,,,,,,
9,347261580,0,0,,0,,,,,,
9,347261805,0,0,,0,,,,,,
9,347261850,0,0,,0,,,,,,
9,347265018,0,0,,0,,,,,,
9,347265081,0,0,,0,,,,,,
9,347265108,0,0,,0,,,,,,
9,347265180,0,0,,0,,,,,,
9,347265801,0,0,,0,,,,,,
9,347265810,0,0,,0,,,,,,
9,347268015,0,0,,0,,,,,,
9,347268051,0,0,,0,,,,,,
9,347268105,0,0,,0,,,,,,
9,347268150,0,0,,0,,,,,,
9,347268501,0,0,,0,,,,,,
9,347268510,0,0,,0,,,,,,
9,347280156,0,0,,0,,,,,,
9,347280165,0,0,,0,,,,,,
9,347280516,0,0,,0,,,,,,
9,347280561,0,0,,0,,,,,,
9,347280615,0,0,,0,,,,,,
9,347280651,0,0,,0,,,,,,
9,347281056,0,0,,0,,,,,,
9,347281065,0,0,,0,,,,,,
9,347281506,0,0,,0,,,,,,
9,347281560,0,0,,0,,,,,,
9,347281605,0,0,,0,,,,,,
9,347281650,0,0,,0,,,,,,
9,347285016,0,0,,0,,,,,,
9,347285061,0,0,,0,,,,,,
9,347285106,0,0,,0,,,,,,
9,347285160,0,0,,0,,,,,,
9,347285601,0,0,,0,,,,,,
9,347285610,0,0,,0,,,,,,
9,347286015,0,0,,0,,,,,,
9,347286051,0,0,,0,,,,,,
9,347286105,0,0,,0,,,,,,
9,347286150,0,0,,0,,,,,,
9,347286501,0,0,,0,,,,,,
9,347286510,0,0,,0,,,,,,
9,347501268,0,0,,0,,,,,,
9,347501286,0,0,,0,,,,,,
9,347501628,0,0,,0,,,,,,
9,347501682,0,0,,0,,,,,,
9,347501826,0,0,,0,,,,,,
9,347501862,0,0,,0,,,,,,
9,347502168,0,0,,0,,,,,,
9,347502186,0,0,,0,,,,,,
9,347502618,0,0,,0,,,,,,
9,347502681,0,0,,0,,,,,,
9,347502816,0,0,,0,,,,,,
9,347502861,0,0,,0,,,,,,
9,347506128,0,0,,0,,,,,,
9,347506182,0,0,,0,,,,,,
9,347506218,0,0,,0,,,,,,
9,347506281,0,0,,0,,,,,,
9,347506812,0,0,,0,,,,,,
9,347506821,0,0,,0,,,,,,
9,347508126,0,0,,0,,,,,,
9,347508162,0,0,,0,,,,,,
9,347508216,0,0,,0,,,,,,
9,347508261,0,0,,0,,,,,,
9,347508612,0,0,,0,,,,,,
9,347508621,0,0,,0,,,,,,
9,347510268,0,0,,0,,,,,,
9,347510286,0,0,,0,,,,,,
9,347510628,0,0,,0,,,,,,
9,347510682,0,0,,0,,,,,,
9,347510826,0,0,,0,,,,,,
9,347510862,0,0,,0,,,,,,
9,347512068,0,0,,0,,,,,,
9,347512086,0,0,,0,,,,,,
9,347512608,0,0,,0,,,,,,
9,347512680,0,0,,0,,,,,,
9,347512806,0,0,,0,,,,,,
9,347512860,0,0,,0,,,,,,
9,347516028,0,0,,0,,,,,,
9,347516082,0,0,,0,,,,,,
9,347516208,0,0,,0,,,,,,
9,347516280,0,0,,0,,,,,,
9,347516802,0,0,,0,,,,,,
9,347516820,0,0,,0,,,,,,
9,347518026,0,0,,0,,,,,,
9,347518062,0,0,,0,,,,,,
9,347518206,0,0,,0,,,,,,
9,347518260,0,0,,0,,,,,,
9,347518602,0,0,,0,,,,,,
9,347518620,0,0,,0,,,,,,
9,347520168,0,0,,0,,,,,,
9,347520186,0,0,,0,,,,,,
9,347520618,0,0,,0,,,,,,
9,347520681,0,0,,0,,,,,,
9,347520816,0,0,,0,,,,,,
9,347520861,0,0,,0,,,,,,
9,347521068,0,0,,0,,,,,,
9,347521086,0,0,,0,,,,,,
9,347521608,0,0,,0,,,,,,
9,347521680,0,0,,0,,,,,,
9,347521806,0,0,,0,,,,,,
9,347521860,0,0,,0,,,,,,
9,347526018,0,0,,0,,,,,,
9,347526081,0,0,,0,,,,,,
9,347526108,0,0,,0,,,,,,
9,347526180,0,0,,0,,,,,,
9,347526801,0,0,,0,,,,,,
9,347526810,0,0,,0,,,,,,
9,347528016,0,0,,0,,,,,,
9,347528061,0,0,,0,,,,,,
9,347528106,0,0,,0,,,,,,
9,347528160,0,0,,0,,,,,,
9,347528601,0,0,,0,,,,,,
9,347528610,0,0,,0,,,,,,
9,347560128,0,0,,0,,,,,,
9,347560182,0,0,,0,,,,,,
9,347560218,0,0,,0,,,,,,
9,347560281,0,0,,0,,,,,,
9,347560812,0,0,,0,,,,,,
9,347560821,0,0,,0,,,,,,
9,347561028,0,0,,0,,,,,,
9,347561082,0,0,,0,,,,,,
9,347561208,0,0,,0,,,,,,
9,347561280,0,0,,0,,,,,,
9,347561802,0,0,,0,,,,,,
9,347561820,0,0,,0,,,,,,
9,347562018,0,0,,0,,,,,,
9,347562081,0,0,,0,,,,,,
9,347562108,0,0,,0,,,,,,
9,347562180,0,0,,0,,,,,,
9,347562801,0,0,,0,,,,,,
9,347562810,0,0,,0,,,,,,
9,347568012,0,0,,0,,,,,,
9,347568021,0,0,,0,,,,,,
9,347568102,0,0,,0,,,,,,
9,347568120,0,0,,0,,,,,,
9,347568201,0,0,,0,,,,,,
9,347568210,0,0,,0,,,,,,
9,347580126,0,0,,0,,,,,,
9,347580162,0,0,,0,,,,,,
9,347580216,0,0,,0,,,,,,
9,347580261,0,0,,0,,,,,,
9,347580612,0,0,,0,,,,,,
9,347580621,0,0,,0,,,,,,
9,347581026,0,0,,0,,,,,,
9,347581062,0,0,,0,,,,,,
9,347581206,0,0,,0,,,,,,
9,347581260,0,0,,0,,,,,,
9,347581602,0,0,,0,,,,,,
9,347581620,0,0,,0,,,,,,
9,347582016,0,0,,0,,,,,,
9,347582061,0,0,,0,,,,,,
9,347582106,0,0,,0,,,,,,
9,347582160,0,0,,0,,,,,,
9,347582601,0,0,,0,,,,,,
9,347582610,0,0,,0,,,,,,
9,347586012,0,0,,0,,,,,,
9,347586021,0,0,,0,,,,,,
9,347586102,0,0,,0,,,,,,
9,347586120,0,0,,0,,,,,,
9,347586201,0,0,,0,,,,,,
9,347586210,0,0,,0,,,,,,
9,347601258,0,0,,0,,,,,,
9,347601285,0,0,,0,,,,,,
9,347601528,0,0,,0,,,,,,
9,347601582,0,0,,0,,,,,,
9,347601825,0,0,,0,,,,,,
9,347601852,0,0,,0,,,,,,
9,347602158,0,0,,0,,,,,,
9,347602185,0,0,,0,,,,,,
9,347602518,0,0,,0,,,,,,
9,347602581,0,0,,0,,,,,,
9,347602815,0,0,,0,,,,,,
9,347602851,0,0,,0,,,,,,
9,347605128,0,0,,0,,,,,,
9,347605182,0,0,,0,,,,,,
9,347605218,0,0,,0,,,,,,
9,347605281,0,0,,0,,,,,,
9,347605812,0,0,,0,,,,,,
9,347605821,0,0,,0,,,,,,
9,347608125,0,0,,0,,,,,,
9,347608152,0,0,,0,,,,,,
9,347608215,0,0,,0,,,,,,
9,347608251,0,0,,0,,,,,,
9,347608512,0,0,,0,,,,,,
9,347608521,0,0,,0,,,,,,
9,347610258,0,0,,0,,,,,,
9,347610285,0,0,,0,,,,,,
9,347610528,0,0,,0,,,,,,
9,347610582,0,0,,0,,,,,,
9,347610825,0,0,,0,,,,,,
9,347610852,0,0,,0,,,,,,
9,347612058,0,0,,0,,,,,,
9,347612085,0,0,,0,,,,,,
9,347612508,0,0,,0,,,,,,
9,347612580,0,0,,0,,,,,,
9,347612805,0,0,,0,,,,,,
9,347612850,0,0,,0,,,,,,
9,347615028,0,0,,0,,,,,,
9,347615082,0,0,,0,,,,,,
9,347615208,0,0,,0,,,,,,
9,347615280,0,0,,0,,,,,,
9,347615802,0,0,,0,,,,,,
9,347615820,0,0,,0,,,,,,
9,347618025,0,0,,0,,,,,,
9,347618052,0,0,,0,,,,,,
9,347618205,0,0,,0,,,,,,
9,347618250,0,0,,0,,,,,,
9,347618502,0,0,,0,,,,,,
9,347618520,0,0,,0,,,,,,
9,347620158,0,0,,0,,,,,,
9,347620185,0,0,,0,,,,,,
9,347620518,0,0,,0,,,,,,
9,347620581,0,0,,0,,,,,,
9,347620815,0,0,,0,,,,,,
9,347620851,0,0,,0,,,,,,
9,347621058,0,0,,0,,,,,,
9,347621085,0,0,,0,,,,,,
9,347621508,0,0,,0,,,,,,
9,347621580,0,0,,0,,,,,,
9,347621805,0,0,,0,,,,,,
9,347621850,0,0,,0,,,,,,
9,347625018,0,0,,0,,,,,,
9,347625081,0,0,,0,,,,,,
9,347625108,0,0,,0,,,,,,
9,347625180,0,0,,0,,,,,,
9,347625801,0,0,,0,,,,,,
9,347625810,0,0,,0,,,,,,
9,347628015,0,0,,0,,,,,,
9,347628051,0,0,,0,,,,,,
9,347628105,0,0,,0,,,,,,
9,347628150,0,0,,0,,,,,,
9,347628501,0,0,,0,,,,,,
9,347628510,0,0,,0,,,,,,
9,347650128,0,0,,0,,,,,,
9,347650182,0,0,,0,,,,,,
9,347650218,0,0,,0,,,,,,
9,347650281,0,0,,0,,,,,,
9,347650812,0,0,,0,,,,,,
9,347650821,0,0,,0,,,,,,
9,347651028,0,0,,0,,,,,,
9,347651082,0,0,,0,,,,,,
9,347651208,0,0,,0,,,,,,
9,347651280,0,0,,0,,,,,,
9,347651802,0,0,,0,,,,,,
9,347651820,0,0,,0,,,,,,
9,347652018,0,0,,0,,,,,,
9,347652081,0,0,,0,,,,,,
9,347652108,0,0,,0,,,,,,
9,347652180,0,0,,0,,,,,,
9,347652801,0,0,,0,,,,,,
9,347652810,0,0,,0,,,,,,
9,347658012,0,0,,0,,,,,,
9,347658021,0,0,,0,,,,,,
9,347658102,0,0,,0,,,,,,
9,347658120,0,0,,0,,,,,,
9,347658201,0,0,,0,,,,,,
9,347658210,0,0,,0,,,,,,
9,347680125,0,0,,0,,,,,,
9,347680152,0,0,,0,,,,,,
9,347680215,0,0,,0,,,,,,
9,347680251,0,0,,0,,,,,,
9,347680512,0,0,,0,,,,,,
9,347680521,0,0,,0,,,,,,
9,347681025,0,0,,0,,,,,,
9,347681052,0,0,,0,,,,,,
9,347681205,0,0,,0,,,,,,
9,347681250,0,0,,0,,,,,,
9,347681502,0,0,,0,,,,,,
9,347681520,0,0,,0,,,,,,
9,347682015,0,0,,0,,,,,,
9,347682051,0,0,,0,,,,,,
9,347682105,0,0,,0,,,,,,
9,347682150,0,0,,0,,,,,,
9,347682501,0,0,,0,,,,,,
9,347682510,0,0,,0,,,,,,
9,347685012,0,0,,0,,,,,,
9,347685021,0,0,,0,,,,,,
9,347685102,0,0,,0,,,,,,
9,347685120,0,0,,0,,,,,,
9,347685201,0,0,,0,,,,,,
9,347685210,0,0,,0,,,,,,
9,347801256,0,0,,0,,,,,,
9,347801265,0,0,,0,,,,,,
9,347801526,0,0,,0,,,,,,
9,347801562,0,0,,0,,,,,,
9,347801625,0,0,,0,,,,,,
9,347801652,0,0,,0,,,,,,
9,347802156,0,0,,0,,,,,,
9,347802165,0,0,,0,,,,,,
9,347802516,0,0,,0,,,,,,
9,347802561,0,0,,0,,,,,,
9,347802615,0,0,,0,,,,,,
9,347802651,0,0,,0,,,,,,
9,347805126,0,0,,0,,,,,,
9,347805162,0,0,,0,,,,,,
9,347805216,0,0,,0,,,,,,
9,347805261,0,0,,0,,,,,,
9,347805612,0,0,,0,,,,,,
9,347805621,0,0,,0,,,,,,
9,347806125,0,0,,0,,,,,,
9,347806152,0,0,,0,,,,,,
9,347806215,0,0,,0,,,,,,
9,347806251,0,0,,0,,,,,,
9,347806512,0,0,,0,,,,,,
9,347806521,0,0,,0,,,,,,
9,347810256,0,0,,0,,,,,,
9,347810265,0,0,,0,,,,,,
9,347810526,0,0,,0,,,,,,
9,347810562,0,0,,0,,,,,,
9,347810625,0,0,,0,,,,,,
9,347810652,0,0,,0,,,,,,
9,347812056,0,0,,0,,,,,,
9,347812065,0,0,,0,,,,,,
9,347812506,0,0,,0,,,,,,
9,347812560,0,0,,0,,,,,,
9,347812605,0,0,,0,,,,,,
9,347812650,0,0,,0,,,,,,
9,347815026,0,0,,0,,,,,,
9,347815062,0,0,,0,,,,,,
9,347815206,0,0,,0,,,,,,
9,347815260,0,0,,0,,,,,,
9,347815602,0,0,,0,,,,,,
9,347815620,0,0,,0,,,,,,
9,347816025,0,0,,0,,,,,,
9,347816052,0,0,,0,,,,,,
9,347816205,0,0,,0,,,,,,
9,347816250,0,0,,0,,,,,,
9,347816502,0,0,,0,,,,,,
9,347816520,0,0,,0,,,,,,
9,347820156,0,0,,0,,,,,,
9,347820165,0,0,,0,,,,,,
9,347820516,0,0,,0,,,,,,
9,347820561,0,0,,0,,,,,,
9,347820615,0,0,,0,,,,,,
9,347820651,0,0,,0,,,,,,
9,347821056,0,0,,0,,,,,,
9,347821065,0,0,,0,,,,,,
9,347821506,0,0,,0,,,,,,
9,347821560,0,0,,0,,,,,,
9,347821605,0,0,,0,,,,,,
9,347821650,0,0,,0,,,,,,
9,347825016,0,0,,0,,,,,,
9,347825061,0,0,,0,,,,,,
9,347825106,0,0,,0,,,,,,
9,347825160,0,0,,0,,,,,,
9,347825601,0,0,,0,,,,,,
9,347825610,0,0,,0,,,,,,
9,347826015,0,0,,0,,,,,,
9,347826051,0,0,,0,,,,,,
9,347826105,0,0,,0,,,,,,
9,347826150,0,0,,0,,,,,,
9,347826501,0,0,,0,,,,,,
9,347826510,0,0,,0,,,,,,
9,347850126,0,0,,0,,,,,,
9,347850162,0,0,,0,,,,,,
9,347850216,0,0,,0,,,,,,
9,347850261,0,0,,0,,,,,,
9,347850612,0,0,,0,,,,,,
9,347850621,0,0,,0,,,,,,
9,347851026,0,0,,0,,,,,,
9,347851062,0,0,,0,,,,,,
9,347851206,0,0,,0,,,,,,
9,347851260,0,0,,0,,,,,,
9,347851602,0,0,,0,,,,,,
9,347851620,0,0,,0,,,,,,
9,347852016,0,0,,0,,,,,,
9,347852061,0,0,,0,,,,,,
9,347852106,0,0,,0,,,,,,
9,347852160,0,0,,0,,,,,,
9,347852601,0,0,,0,,,,,,
9,347852610,0,0,,0,,,,,,
9,347856012,0,0,,0,,,,,,
9,347856021,0,0,,0,,,,,,
9,347856102,0,0,,0,,,,,,
9,347856120,0,0,,0,,,,,,
9,347856201,0,0,,0,,,,,,
9,347856210,0,0,,0,,,,,,
9,347860125,0,0,,0,,,,,,
9,347860152,0,0,,0,,,,,,
9,347860215,0,0,,0,,,,,,
9,347860251,0,0,,0,,,,,,
9,347860512,0,0,,0,,,,,,
9,347860521,0,0,,0,,,,,,
9,347861025,0,0,,0,,,,,,
9,347861052,0,0,,0,,,,,,
9,347861205,0,0,,0,,,,,,
9,347861250,0,0,,0,,,,,,
9,347861502,0,0,,0,,,,,,
9,347861520,0,0,,0,,,,,,
9,347862015,0,0,,0,,,,,,
9,347862051,0,0,,0,,,,,,
9,347862105,0,0,,0,,,,,,
9,347862150,0,0,,0,,,,,,
9,347862501,0,0,,0,,,,,,
9,347862510,0,0,,0,,,,,,
9,347865012,0,0,,0,,,,,,
9,347865021,0,0,,0,,,,,,
9,347865102,0,0,,0,,,,,,
9,347865120,0,0,,0,,,,,,
9,347865201,0,0,,0,,,,,,
9,347865210,0,0,,0,,,,,,
9,348012567,1,1,1,1,0,3,6,1,1,1
9,348012576,0,0,,0,,,,,,
9,348012657,0,0,,0,,,,,,
9,348012675,0,0,,0,,,,,,
9,348012756,0,0,,0,,,,,,
9,348012765,0,0,,0,,,,,,
9,348015267,0,0,,0,,,,,,
9,348015276,0,0,,0,,,,,,
